Filename,Disease
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_133423 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_133426 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_133430 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_133431 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_133436 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_133438 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_133745 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_133751 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_133757 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_133805 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_133809 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_133815 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_133956 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134007 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134012 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134018 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134021 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134025 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134057 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134117 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134125 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134131 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134403 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134405 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134413 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134416 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134420 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134427 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134439 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134441 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134537 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134556 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134558 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134600 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134607 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134610 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134612 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134616 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134623 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134624 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134626 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134632 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134634 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134641 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134644 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134647 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134649 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134652 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134655 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134655(0) (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134659 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134703 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134707 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134710 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134713 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134719 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134722 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134725 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134729 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134902 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134904 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134908 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134909 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134911 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_134912 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_160143 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_160144 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_160147 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_160149 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_160205 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_160206 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_164219 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_165842 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_165845 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_165847 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_165858 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_165901 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_165903 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_165905 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_165908 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_165910 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_165914 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_165916 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_165919 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_165922 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_165925 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_170700 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_170702 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_170703 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_170704 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_170706 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_170706 - Copy - Copy - Copy (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_170708 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_170708 - Copy - Copy - Copy (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_170709 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_170709 - Copy - Copy - Copy (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_170712 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_170712 - Copy - Copy - Copy (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_170714 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_170714 - Copy - Copy - Copy (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_170717 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_170717 - Copy - Copy - Copy (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_170718 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_170720 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_170723 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_170724 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_170725 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_170726 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_170816 - Copy - Copy - Copy (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_170824 - Copy - Copy - Copy (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_171136 - Copy - Copy - Copy (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_171138 - Copy - Copy - Copy (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_171141 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_171141 - Copy - Copy - Copy (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_171145 - Copy - Copy - Copy (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_171148 - Copy - Copy - Copy (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_171151 - Copy - Copy - Copy (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_171153 - Copy - Copy - Copy (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_171156 - Copy - Copy - Copy (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_171159 - Copy - Copy - Copy (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\20211011_171202 - Copy - Copy - Copy (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211008_113726 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211008_113736 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_133554 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_133632 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_133637 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_134506 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_134654 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_134708 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140300 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140304 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140304 - Copy (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140309 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140313 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140316 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140320 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140324 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140327 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140329 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140338 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140342 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140344 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140350 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140354 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140405 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140409 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140417 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140420 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140424 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140429 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140433 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140437 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140440 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140445 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140448 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140502 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140506 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140510 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140515 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140521 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140526 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140530 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140539 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140539 - Copy (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140547 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140551 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140557 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140557 - Copy (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140600 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140606 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140610 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140614 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140621 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140624 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140624 - Copy (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140636 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_140639 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_152906 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_152911 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_152913 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_152917 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_152923 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_152926 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_152930 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_152934 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_152941 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_152946 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_152949 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_152955 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_152958 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_153001 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_153011 (Custom).jpg,Anthracnose
C:\Users\USER\OneDrive\Desktop\Mango\Anthracnose\IMG_20211011_153014 (Custom).jpg,Anthracnose
